"Time","sensor-readings.reading"
1651299906000,14.6
1651300251000,15
1651300341000,15.3
1651300476000,15.6
1651300566000,16
1651300926000,16.6
1651301301000,16.3
1651301886000,15.6
1651302246000,16
1651303161000,16.6
1651303461000,16.3
1651303851000,16.6
1651304661000,17.3
1651304826000,17.6
1651305021000,17.3
1651305666000,17.6
1651305816000,17.3
1651306596000,17.6
1651306701000,18.3
1651306821000,18.6
1651306971000,18.3
1651307196000,17.7
1651307361000,17.3
1651307631000,17.6
1651307931000,17.3
1651308546000,17.6
1651308906000,17.3
1651309071000,17.6
1651309251000,17.3
1651309386000,17.6
1651310226000,18.3
1651310286000,18.6
1651310721000,18.3
1651311419000,17.7
1651311486000,18.3
1651311531000,18.6
1651311726000,19.2
1651311816000,19.6
1651311906000,19.3
1651312071000,19.6
1651312161000,20.2
1651312296000,19.9
1651312476000,19.3
1651312911000,18.7
1651313136000,19.3
1651313436000,19.6
1651313541000,19.3
1651314246000,19.6
1651315161000,19.3
1651316151000,19.6
1651316256000,20.2
1651316346000,20.6
1651316541000,20.3
1651316766000,19.6
1651316841000,19.3
1651317036000,19.6
1651317111000,20.2
1651317201000,20.6
1651317246000,20.3
1651317291000,19.9
1651317381000,19.3
1651317486000,19.6
1651317696000,19.3
1651318971000,19.6
1651319016000,20
1651319106000,20.6
1651319451000,20.1
1651319556000,19.8
1651319811000,20.1
1651320081000,20.7
1651320156000,21.1
1651320501000,20.8
1651320801000,21.1
1651321296000,20.8
1651321911000,21.1
1651322046000,21.7
1651322121000,22.1
1651322241000,22.7
1651322376000,22.4
1651322436000,21.7
1651322481000,21.4
1651322586000,20.7
1651323036000,20.4
1651323441000,20.7
1651323486000,21.1
1651323696000,21.7
1651323951000,21.3
1651324086000,20.5
1651324131000,20.1
1651324731000,20.7
1651324806000,21.2
1651324896000,21.6
1651325226000,21.3
1651325541000,20.9
1651326036000,20.3
1651326501000,19.6
1651326606000,19.3
1651326741000,19.6
1651326936000,20.2
1651326996000,20.6
1651327086000,21.2
1651327146000,21.6
1651327356000,21.3
1651328286000,20.6
1651328346000,20.3
1651328436000,19.6
1651328511000,19.3
1651328976000,19.6
1651330206000,19.3
1651330341000,19.6
1651330956000,20.2
1651331136000,19.9
1651331721000,19.3
1651331901000,19.6
1651332336000,19.3
1651334076000,19.6
1651334781000,20.2
1651334871000,19.9
1651335921000,19.3
1651336311000,19.6
1651337286000,19.3
1651338066000,19.6
1651338396000,19.3
1651338606000,18.7
1651339641000,18.3
1651339986000,17.7
1651340661000,17.3
1651341988000,16.7
1651342536000,16.3
1651344441000,15.6
1651344891000,15.3
1651345296000,15
1651345806000,14.6
1651346541000,14.3
1651346721000,14
1651346976000,13.6
1651347306000,13.3
1651347861000,13
1651348896000,12.6
1651349931000,12.3
1651350411000,12
1651351056000,11.6
1651352946000,11.3
1651353081000,11
1651353831000,11.3
1651353951000,11.6
1651354326000,11.3
1651355316000,11
1651355976000,10.6
1651358706000,10.3
1651359501000,10
1651365141000,9.6
1651367136000,9.3
1651368501000,9.6
1651372476000,10
1651378446000,10.3
1651379916000,10.6
1651380277000,11
1651380502000,11.3
1651380696000,11.6
1651381191000,12
1651382286000,12.3
1651382781000,12
1651383981000,11.6
1651384281000,11.3
1651385706000,11.6
1651386052000,12
1651386322000,12.3
1651386502000,12.6
1651387386000,13
1651387927000,12.6
1651388091000,12.3
1651388632000,12.6
1651389202000,12.3
1651389622000,12
1651390026000,11.6
1651391226000,11.3
1651391961000,11.6
1651392442000,12
1651392667000,12.3
1651392831000,12.6
1651393657000,12.3
1651394437000,12.6
1651394736000,12.3
1651396087000,12.6
1651397302000,12.3
1651397557000,12
1651398351000,12.3
1651399117000,12.6
1651399417000,13
1651399731000,13.3
1651399912000,13.6
1651400031000,14
1651400286000,13.6
1651400496000,14
1651400632000,14.3
1651400691000,14.6
1651400946000,14.3
1651401052000,14
1651401292000,13.6
1651401502000,14
1651401817000,14.3
1651402401000,14.6
1651402596000,14.3
1651402866000,14
1651403136000,14.3
1651403361000,14.6
1651403497000,15
1651403601000,15.3
1651403692000,15.6
1651404501000,16
1651404771000,16.6
1651404967000,16.3
1651405387000,15.6
1651405446000,15.3
1651405686000,15.6
1651406152000,16
1651406857000,16.6
1651407471000,17.3
1651408341000,17.6
1651408477000,18.3
1651409121000,17.7
