"Time","sensor-readings.reading"
1651567717000,50.3
1651567821000,51.4
1651567942000,52.4
1651568182000,53.4
1651568316000,52.2
1651568437000,51.2
1651568526000,50.2
1651569142000,49.1
1651569231000,48.1
1651569441000,49.1
1651569547000,50.2
1651569711000,51.2
1651569802000,50
1651570057000,51.1
1651570221000,52.1
1651570582000,51.1
1651570807000,50
1651570866000,49
1651571121000,47.9
1651571376000,46.9
1651572007000,47.9
1651573506000,49
1651573551000,50
1651573612000,51.3
1651573882000,50.1
1651574047000,49
1651574167000,47.9
1651574287000,46.8
1651574451000,45.7
1651574991000,44.6
1651575277000,45.7
1651575426000,44.7
1651575577000,45.8
1651575936000,46.8
1651576087000,45.8
1651576611000,46.8
1651576911000,47.9
1651576987000,48.9
1651577091000,49.9
1651577182000,48.7
1651577227000,47.6
1651577346000,46.6
1651577556000,45.3
1651577737000,44.2
1651578096000,45.3
1651578246000,46.4
1651578546000,45.4
1651578652000,44.3
1651578756000,43.3
1651579192000,44.4
1651579461000,43.4
1651579731000,44.4
1651579852000,45.4
1651580527000,46.5
1651580767000,45.5
1651580961000,44.4
1651581277000,45.4
1651581351000,46.6
1651581426000,47.7
1651581577000,46.6
1651581951000,45.5
1651582027000,44.4
1651582222000,43.4
1651582386000,44.5
1651582447000,45.5
1651582671000,44.4
1651582777000,43.4
1651583271000,44.4
1651583467000,45.4
1651583586000,46.4
1651583766000,45.3
1651583856000,44
1651583917000,42.9
1651584006000,41.9
1651584111000,40.8
1651584652000,41.9
1651584756000,43
1651585491000,41.9
1651585776000,40.9
1651586527000,41.9
1651586661000,42.9
1651587037000,43.9
1651587201000,44.9
1651587426000,43.8
1651587532000,42.7
1651587576000,41.5
1651587621000,40.5
1651587711000,39.5
1651587801000,38.5
1651588851000,37.5
1651589346000,36.5
1651591656000,35.5
1651592136000,36.6
1651592241000,37.6
1651592751000,36.6
1651593306000,37.6
1651594462000,36.6
1651595511000,37.6
1651595916000,36.6
1651596801000,35.6
1651597386000,36.6
1651597971000,35.6
1651598286000,34.6
1651599186000,35.6
1651599906000,34.5
1651600011000,33.5
1651600176000,32.5
1651600476000,31.5
1651601226000,30.5
1651602291000,29.5
1651603026000,28.5
1651603431000,27.5
1651603926000,26.5
1651605276000,25.5
1651606176000,24.5
1651608351000,23.5
1651608981000,24.5
1651610241000,23.5
1651615401000,22.5
1651618491000,23.5
1651626456000,22.5
1651628496000,21.5
1651630236000,20.5
1651634286000,21.5
1651638516000,22.5
1651638936000,23.5
1651639536000,24.5
1651640316000,25.5
1651640976000,26.5
1651641651000,27.5
1651642461000,28.5
1651642776000,29.5
1651644921000,30.5
1651645101000,31.5
1651645986000,32.5
1651646151000,33.5
1651646271000,34.5
1651646421000,35.5
1651646631000,36.5
1651646841000,37.5
1651647126000,38.5
1651648041000,39.6
1651648236000,40.6
1651648581000,41.6
1651648776000,42.7
1651648881000,43.7
1651649526000,44.7
1651650531000,43.6
1651650966000,42.6
1651651146000,41.6
1651651341000,42.6
1651651446000,43.6
1651651701000,44.6
1651651791000,45.6
1651652211000,44.6
1651653246000,43.6
1651653591000,44.6
1651653951000,45.6
1651654251000,46.6
1651654851000,45.6
1651655076000,46.6
1651655181000,47.6
1651655301000,46.4
1651655376000,45.3
1651655976000,46.3
1651656216000,47.3
1651656441000,46.2
1651657266000,47.4
1651657356000,48.4
1651657956000,47.4
1651658121000,48.4
1651658391000,47.4
1651658481000,46.4
1651659111000,47.5
1651659201000,48.5
1651659306000,49.5
1651659411000,48.5
1651659486000,47.4
1651659741000,48.4
1651659816000,49.4
1651660101000,48.2
1651660206000,47.2
1651660356000,46.2
1651660656000,47.2
1651660791000,48.3
1651661091000,49.3
1651661181000,50.3
1651661421000,49
1651661451000,48
1651661496000,46.9
1651662186000,45.7
1651662441000,46.8
1651662501000,48
1651662696000,46.8
1651662816000,45.8
1651662891000,44.8
1651663071000,45.8
1651663176000,44.8
1651663446000,45.9
1651663656000,44.8
1651663866000,45.8
1651664361000,46.8
1651664511000,45.8
1651664796000,44.8
1651665186000,43.8
1651665306000,44.8
1651665711000,45.8
1651665831000,46.9
1651666161000,45.8
1651666236000,44.7
1651666686000,43.7
1651667751000,44.8
1651667901000,43.7
1651668576000,44.8
1651668651000,45.9
1651669041000,44.6
1651669506000,45.7
1651669581000,46.7
1651669731000,45.6
1651669791000,44.5
1651669851000,43.4
1651669971000,42.3
1651670091000,41.3
1651670271000,40.3
1651670586000,39.3
1651671156000,38.3
1651671321000,37.3
1651671861000,38.3
1651672296000,37.3
1651673046000,38.3
1651674696000,37.3
1651675176000,36.3
1651675956000,35.3
1651676256000,34.3
1651677006000,33.3
1651679616000,32.3
1651680861000,31.3
1651681401000,30.3
1651681866000,29.3
1651683096000,28.3
1651683261000,27.2
1651693101000,28.2
1651698426000,29.2
1651699656000,28.2
1651702342000,27.2
1651704921000,26.2
1651710096000,25.2
1651715227000,24.2
1651725067000,25.2
1651725696000,26.2
1651726131000,27.2
1651727662000,28.2
1651727976000,29.2
1651728546000,30.2
1651728906000,31.2
1651729251000,32.2
1651729746000,33.2
1651730527000,34.2
1651730646000,35.3
1651730886000,36.3
1651731201000,37.3
1651732761000,38.3
1651732896000,39.3
1651733136000,40.3
1651733241000,41.3
1651733316000,42.4
1651733451000,43.4
1651733766000,42.4
1651733902000,41.4
1651734291000,42.6
1651734996000,43.6
1651735071000,44.6
1651735206000,45.7
1651735311000,46.7
1651735446000,47.7
1651736031000,46.7
1651736406000,47.7
1651736886000,48.7
1651737156000,47.6
1651737246000,46.5
1651738281000,45.3
1651738686000,46.5
1651738791000,47.5
1651739136000,48.5
1651739211000,47.5
1651739736000,48.6
1651739826000,49.7
1651740006000,48.7
1651740051000,47.5
1651740111000,46.4
1651740756000,47.4
1651741311000,48.4
1651741626000,47.4
1651741761000,46.3
1651742571000,47.3
1651742766000,48.4
1651742856000,49.4
1651742961000,50.4
1651743156000,49.2
1651743276000,48.1
1651743591000,49.1
1651743861000,50.1
1651743981000,51.1
1651744131000,52.1
1651744266000,51
1651744326000,49.8
1651744386000,48.7
1651744446000,47.6
1651744881000,48.6
1651745181000,49.7
1651745481000,48.7
